id_transacao; id_produto;nome_produto;marca;fornecedor ;departamento;categoria;valor
302;304.58;produto id304.58;produto da marca 305;fornecedor prod305;mercearia;chocolate;190.03
303;4341.35;produto id4341.35;produto da marca 4341;fornecedor prod4341;bazar;roupa;289.17
304;5668.30;produto id5668.30;produto da marca 5668;fornecedor prod5668;mercearia;bebida;279.60
305;166.31;produto id166.31;produto da marca 166;fornecedor prod166;bazar;chocolate;272.94
306;5228.73;produto id5228.73;produto da marca 5229;fornecedor prod5229;mercearia;roupa;62.54
307;4167.03;produto id4167.03;produto da marca 4167;fornecedor prod4167;bazar;bebida;420.10
308;4100.32;produto id4100.32;produto da marca 4100;fornecedor prod4100;mercearia;chocolate;141.33
309;4723.50;produto id4723.50;produto da marca 4723;fornecedor prod4723;bazar;roupa;193.47
310;5691.37;produto id5691.37;produto da marca 5691;fornecedor prod5691;mercearia;bebida;323.13
311;3524.92;produto id3524.92;produto da marca 3525;fornecedor prod3525;bazar;chocolate;51.54
312;4328.59;produto id4328.59;produto da marca 4329;fornecedor prod4329;mercearia;roupa;171.20
313;4093.87;produto id4093.87;produto da marca 4094;fornecedor prod4094;bazar;bebida;312.01
314;3807.63;produto id3807.63;produto da marca 3808;fornecedor prod3808;mercearia;chocolate;109.09
315;1120.31;produto id1120.31;produto da marca 1120;fornecedor prod1120;bazar;roupa;143.26
316;1161.63;produto id1161.63;produto da marca 1162;fornecedor prod1162;mercearia;bebida;474.69
317;3511.24;produto id3511.24;produto da marca 3511;fornecedor prod3511;bazar;chocolate;133.12
318;2519.12;produto id2519.12;produto da marca 2519;fornecedor prod2519;mercearia;roupa;295.29
319;2158.84;produto id2158.84;produto da marca 2159;fornecedor prod2159;bazar;bebida;413.98
320;2397.85;produto id2397.85;produto da marca 2398;fornecedor prod2398;mercearia;chocolate;299.48
321;424.89;produto id424.89;produto da marca 425;fornecedor prod425;bazar;roupa;71.30
322;1455.91;produto id1455.91;produto da marca 1456;fornecedor prod1456;mercearia;bebida;379.70
323;1390.65;produto id1390.65;produto da marca 1391;fornecedor prod1391;bazar;chocolate;211.72
324;4947.49;produto id4947.49;produto da marca 4947;fornecedor prod4947;mercearia;roupa;142.94
325;125.10;produto id125.10;produto da marca 125;fornecedor prod125;bazar;bebida;589.12
326;5785.78;produto id5785.78;produto da marca 5786;fornecedor prod5786;mercearia;chocolate;48.13
327;3276.65;produto id3276.65;produto da marca 3277;fornecedor prod3277;bazar;roupa;245.75
328;157.50;produto id157.50;produto da marca 157;fornecedor prod157;mercearia;bebida;373.61
329;2583.52;produto id2583.52;produto da marca 2584;fornecedor prod2584;bazar;chocolate;281.59
330;5560.28;produto id5560.28;produto da marca 5560;fornecedor prod5560;mercearia;roupa;152.65
331;1703.48;produto id1703.48;produto da marca 1703;fornecedor prod1703;bazar;bebida;477.14
332;1784.40;produto id1784.40;produto da marca 1784;fornecedor prod1784;mercearia;chocolate;111.52
333;881.11;produto id881.11;produto da marca 881;fornecedor prod881;bazar;roupa;265.81
334;5854.06;produto id5854.06;produto da marca 5854;fornecedor prod5854;mercearia;bebida;408.82
335;4432.12;produto id4432.12;produto da marca 4432;fornecedor prod4432;bazar;chocolate;46.07
336;1800.95;produto id1800.95;produto da marca 1801;fornecedor prod1801;mercearia;roupa;274.33
337;1206.29;produto id1206.29;produto da marca 1206;fornecedor prod1206;bazar;bebida;242.80
338;1107.17;produto id1107.17;produto da marca 1107;fornecedor prod1107;mercearia;chocolate;166.38
339;735.00;produto id735.00;produto da marca 735;fornecedor prod735;bazar;roupa;248.34
340;688.91;produto id688.91;produto da marca 689;fornecedor prod689;mercearia;bebida;154.37
341;1229.73;produto id1229.73;produto da marca 1230;fornecedor prod1230;bazar;chocolate;37.87
342;14.91;produto id14.91;produto da marca 15;fornecedor prod15;mercearia;roupa;209.00
343;2810.12;produto id2810.12;produto da marca 2810;fornecedor prod2810;bazar;bebida;201.91
344;324.81;produto id324.81;produto da marca 325;fornecedor prod325;mercearia;chocolate;65.15
345;1736.11;produto id1736.11;produto da marca 1736;fornecedor prod1736;bazar;roupa;133.36
346;1407.34;produto id1407.34;produto da marca 1407;fornecedor prod1407;mercearia;bebida;297.84
347;5065.60;produto id5065.60;produto da marca 5066;fornecedor prod5066;bazar;chocolate;86.95
348;1226.35;produto id1226.35;produto da marca 1226;fornecedor prod1226;mercearia;roupa;220.83
349;3244.37;produto id3244.37;produto da marca 3244;fornecedor prod3244;bazar;bebida;207.51
350;4599.42;produto id4599.42;produto da marca 4599;fornecedor prod4599;mercearia;chocolate;148.27
351;3499.55;produto id3499.55;produto da marca 3500;fornecedor prod3500;bazar;roupa;276.28
352;827.79;produto id827.79;produto da marca 828;fornecedor prod828;mercearia;bebida;437.01
353;5136.07;produto id5136.07;produto da marca 5136;fornecedor prod5136;bazar;chocolate;27.81
354;1044.56;produto id1044.56;produto da marca 1045;fornecedor prod1045;mercearia;roupa;66.88
355;1194.91;produto id1194.91;produto da marca 1195;fornecedor prod1195;bazar;bebida;162.45
356;2359.07;produto id2359.07;produto da marca 2359;fornecedor prod2359;mercearia;chocolate;147.80
357;4953.37;produto id4953.37;produto da marca 4953;fornecedor prod4953;bazar;roupa;211.53
358;1703.08;produto id1703.08;produto da marca 1703;fornecedor prod1703;mercearia;bebida;34.98
359;5110.94;produto id5110.94;produto da marca 5111;fornecedor prod5111;bazar;chocolate;292.17
360;1526.68;produto id1526.68;produto da marca 1527;fornecedor prod1527;mercearia;roupa;43.07
361;844.04;produto id844.04;produto da marca 844;fornecedor prod844;bazar;bebida;414.38
362;3427.41;produto id3427.41;produto da marca 3427;fornecedor prod3427;mercearia;chocolate;35.55
363;1147.39;produto id1147.39;produto da marca 1147;fornecedor prod1147;bazar;roupa;211.98
364;5453.38;produto id5453.38;produto da marca 5453;fornecedor prod5453;mercearia;bebida;354.44
365;3234.69;produto id3234.69;produto da marca 3235;fornecedor prod3235;bazar;chocolate;116.83
366;3500.54;produto id3500.54;produto da marca 3501;fornecedor prod3501;mercearia;roupa;225.15
367;5197.07;produto id5197.07;produto da marca 5197;fornecedor prod5197;bazar;bebida;463.74
368;5553.88;produto id5553.88;produto da marca 5554;fornecedor prod5554;mercearia;chocolate;284.86
369;2648.45;produto id2648.45;produto da marca 2648;fornecedor prod2648;bazar;roupa;57.50
370;5200.60;produto id5200.60;produto da marca 5201;fornecedor prod5201;mercearia;bebida;392.80
371;1484.63;produto id1484.63;produto da marca 1485;fornecedor prod1485;bazar;chocolate;65.30
372;2702.04;produto id2702.04;produto da marca 2702;fornecedor prod2702;mercearia;roupa;217.86
373;4925.31;produto id4925.31;produto da marca 4925;fornecedor prod4925;bazar;bebida;563.59
374;5214.00;produto id5214.00;produto da marca 5214;fornecedor prod5214;mercearia;chocolate;272.03
375;2190.06;produto id2190.06;produto da marca 2190;fornecedor prod2190;bazar;roupa;125.45
376;2161.76;produto id2161.76;produto da marca 2162;fornecedor prod2162;mercearia;bebida;526.63
377;3830.31;produto id3830.31;produto da marca 3830;fornecedor prod3830;bazar;chocolate;188.60
378;4807.13;produto id4807.13;produto da marca 4807;fornecedor prod4807;mercearia;roupa;217.96
379;5338.18;produto id5338.18;produto da marca 5338;fornecedor prod5338;bazar;bebida;309.81
380;1666.85;produto id1666.85;produto da marca 1667;fornecedor prod1667;mercearia;chocolate;247.68
381;2074.59;produto id2074.59;produto da marca 2075;fornecedor prod2075;bazar;roupa;108.98
382;1186.42;produto id1186.42;produto da marca 1186;fornecedor prod1186;mercearia;bebida;338.69
383;3655.70;produto id3655.70;produto da marca 3656;fornecedor prod3656;bazar;chocolate;271.35
384;3442.88;produto id3442.88;produto da marca 3443;fornecedor prod3443;mercearia;roupa;176.25
385;410.71;produto id410.71;produto da marca 411;fornecedor prod411;bazar;bebida;80.63
386;1944.52;produto id1944.52;produto da marca 1945;fornecedor prod1945;mercearia;chocolate;226.59
387;5492.54;produto id5492.54;produto da marca 5493;fornecedor prod5493;bazar;roupa;75.98
388;1035.28;produto id1035.28;produto da marca 1035;fornecedor prod1035;mercearia;bebida;126.41
389;1700.04;produto id1700.04;produto da marca 1700;fornecedor prod1700;bazar;chocolate;40.77
390;5360.25;produto id5360.25;produto da marca 5360;fornecedor prod5360;mercearia;roupa;64.24
391;1600.21;produto id1600.21;produto da marca 1600;fornecedor prod1600;bazar;bebida;48.03
392;4309.22;produto id4309.22;produto da marca 4309;fornecedor prod4309;mercearia;chocolate;225.06
393;5527.66;produto id5527.66;produto da marca 5528;fornecedor prod5528;bazar;roupa;185.22
394;427.69;produto id427.69;produto da marca 428;fornecedor prod428;mercearia;bebida;594.76
395;2801.76;produto id2801.76;produto da marca 2802;fornecedor prod2802;bazar;chocolate;14.47
396;4513.52;produto id4513.52;produto da marca 4514;fornecedor prod4514;mercearia;roupa;57.15
397;4253.31;produto id4253.31;produto da marca 4253;fornecedor prod4253;bazar;bebida;268.55
398;4796.94;produto id4796.94;produto da marca 4797;fornecedor prod4797;mercearia;chocolate;89.56
399;4758.56;produto id4758.56;produto da marca 4759;fornecedor prod4759;bazar;roupa;118.78
400;5072.85;produto id5072.85;produto da marca 5073;fornecedor prod5073;mercearia;bebida;37.12
401;3240.30;produto id3240.30;produto da marca 3240;fornecedor prod3240;bazar;chocolate;191.91
402;903.02;produto id903.02;produto da marca 903;fornecedor prod903;mercearia;roupa;206.04
403;4776.00;produto id4776.00;produto da marca 4776;fornecedor prod4776;bazar;bebida;62.70
404;5741.66;produto id5741.66;produto da marca 5742;fornecedor prod5742;mercearia;chocolate;233.01
405;5825.31;produto id5825.31;produto da marca 5825;fornecedor prod5825;bazar;roupa;81.42
406;3793.50;produto id3793.50;produto da marca 3794;fornecedor prod3794;mercearia;bebida;27.63
407;1644.10;produto id1644.10;produto da marca 1644;fornecedor prod1644;bazar;chocolate;87.51
408;4310.84;produto id4310.84;produto da marca 4311;fornecedor prod4311;mercearia;roupa;76.28
409;54.32;produto id54.32;produto da marca 54;fornecedor prod54;bazar;bebida;517.30
410;4112.00;produto id4112.00;produto da marca 4112;fornecedor prod4112;mercearia;chocolate;138.57
411;1362.34;produto id1362.34;produto da marca 1362;fornecedor prod1362;bazar;roupa;279.37
412;4046.19;produto id4046.19;produto da marca 4046;fornecedor prod4046;mercearia;bebida;281.02
413;3335.69;produto id3335.69;produto da marca 3336;fornecedor prod3336;bazar;chocolate;156.08
414;4366.66;produto id4366.66;produto da marca 4367;fornecedor prod4367;mercearia;roupa;31.12
415;3272.36;produto id3272.36;produto da marca 3272;fornecedor prod3272;bazar;bebida;50.39
416;1521.60;produto id1521.60;produto da marca 1522;fornecedor prod1522;mercearia;chocolate;47.33
417;3788.16;produto id3788.16;produto da marca 3788;fornecedor prod3788;bazar;roupa;287.71
418;3715.59;produto id3715.59;produto da marca 3716;fornecedor prod3716;mercearia;bebida;339.72
419;4382.91;produto id4382.91;produto da marca 4383;fornecedor prod4383;bazar;chocolate;167.26
420;89.32;produto id89.32;produto da marca 89;fornecedor prod89;mercearia;roupa;250.14
421;3840.49;produto id3840.49;produto da marca 3840;fornecedor prod3840;bazar;bebida;454.29
422;5292.50;produto id5292.50;produto da marca 5292;fornecedor prod5292;mercearia;chocolate;264.88
423;508.72;produto id508.72;produto da marca 509;fornecedor prod509;bazar;roupa;224.64
424;4315.59;produto id4315.59;produto da marca 4316;fornecedor prod4316;mercearia;bebida;120.96
425;5677.63;produto id5677.63;produto da marca 5678;fornecedor prod5678;bazar;chocolate;178.07
426;4413.97;produto id4413.97;produto da marca 4414;fornecedor prod4414;mercearia;roupa;249.61
427;685.88;produto id685.88;produto da marca 686;fornecedor prod686;bazar;bebida;327.28
428;4178.98;produto id4178.98;produto da marca 4179;fornecedor prod4179;mercearia;chocolate;132.60
429;3141.74;produto id3141.74;produto da marca 3142;fornecedor prod3142;bazar;roupa;233.85
430;697.85;produto id697.85;produto da marca 698;fornecedor prod698;mercearia;bebida;40.17
431;1014.97;produto id1014.97;produto da marca 1015;fornecedor prod1015;bazar;chocolate;20.36
432;1560.41;produto id1560.41;produto da marca 1560;fornecedor prod1560;mercearia;roupa;165.41
433;100.28;produto id100.28;produto da marca 100;fornecedor prod100;bazar;bebida;578.20
434;1182.56;produto id1182.56;produto da marca 1183;fornecedor prod1183;mercearia;chocolate;206.41
435;1277.25;produto id1277.25;produto da marca 1277;fornecedor prod1277;bazar;roupa;33.26
436;4825.57;produto id4825.57;produto da marca 4826;fornecedor prod4826;mercearia;bebida;272.74
437;1426.87;produto id1426.87;produto da marca 1427;fornecedor prod1427;bazar;chocolate;151.56
438;1789.12;produto id1789.12;produto da marca 1789;fornecedor prod1789;mercearia;roupa;78.35
439;5972.50;produto id5972.50;produto da marca 5972;fornecedor prod5972;bazar;bebida;527.50
440;5765.62;produto id5765.62;produto da marca 5766;fornecedor prod5766;mercearia;chocolate;26.78
441;3636.29;produto id3636.29;produto da marca 3636;fornecedor prod3636;bazar;roupa;278.33
442;1132.25;produto id1132.25;produto da marca 1132;fornecedor prod1132;mercearia;bebida;503.26
443;1532.31;produto id1532.31;produto da marca 1532;fornecedor prod1532;bazar;chocolate;201.25
444;2302.92;produto id2302.92;produto da marca 2303;fornecedor prod2303;mercearia;roupa;57.61
445;1336.52;produto id1336.52;produto da marca 1337;fornecedor prod1337;bazar;bebida;348.78
446;2745.57;produto id2745.57;produto da marca 2746;fornecedor prod2746;mercearia;chocolate;212.62
447;1307.59;produto id1307.59;produto da marca 1308;fornecedor prod1308;bazar;roupa;71.86
448;5216.61;produto id5216.61;produto da marca 5217;fornecedor prod5217;mercearia;bebida;553.42
449;2622.10;produto id2622.10;produto da marca 2622;fornecedor prod2622;bazar;chocolate;290.47
450;3181.23;produto id3181.23;produto da marca 3181;fornecedor prod3181;mercearia;roupa;203.48
451;5477.20;produto id5477.20;produto da marca 5477;fornecedor prod5477;bazar;bebida;234.24
452;3985.99;produto id3985.99;produto da marca 3986;fornecedor prod3986;mercearia;chocolate;45.29
453;1254.21;produto id1254.21;produto da marca 1254;fornecedor prod1254;bazar;roupa;232.38
454;91.67;produto id91.67;produto da marca 92;fornecedor prod92;mercearia;bebida;180.81
455;855.82;produto id855.82;produto da marca 856;fornecedor prod856;bazar;chocolate;285.71
456;4849.11;produto id4849.11;produto da marca 4849;fornecedor prod4849;mercearia;roupa;240.61
457;1474.87;produto id1474.87;produto da marca 1475;fornecedor prod1475;bazar;bebida;150.82
458;3587.20;produto id3587.20;produto da marca 3587;fornecedor prod3587;mercearia;chocolate;118.43
459;854.82;produto id854.82;produto da marca 855;fornecedor prod855;bazar;roupa;189.34
460;4306.33;produto id4306.33;produto da marca 4306;fornecedor prod4306;mercearia;bebida;160.34
461;137.38;produto id137.38;produto da marca 137;fornecedor prod137;bazar;chocolate;109.15
462;92.91;produto id92.91;produto da marca 93;fornecedor prod93;mercearia;roupa;57.16
463;4774.73;produto id4774.73;produto da marca 4775;fornecedor prod4775;bazar;bebida;399.88
464;886.97;produto id886.97;produto da marca 887;fornecedor prod887;mercearia;chocolate;91.81
465;2549.47;produto id2549.47;produto da marca 2549;fornecedor prod2549;bazar;roupa;137.83
466;125.53;produto id125.53;produto da marca 126;fornecedor prod126;mercearia;bebida;585.12
467;1673.12;produto id1673.12;produto da marca 1673;fornecedor prod1673;bazar;chocolate;138.46
468;5403.71;produto id5403.71;produto da marca 5404;fornecedor prod5404;mercearia;roupa;177.57
469;1719.09;produto id1719.09;produto da marca 1719;fornecedor prod1719;bazar;bebida;399.28
470;5484.07;produto id5484.07;produto da marca 5484;fornecedor prod5484;mercearia;chocolate;48.08
471;5192.60;produto id5192.60;produto da marca 5193;fornecedor prod5193;bazar;roupa;216.14
472;1131.17;produto id1131.17;produto da marca 1131;fornecedor prod1131;mercearia;bebida;467.73
473;1125.19;produto id1125.19;produto da marca 1125;fornecedor prod1125;bazar;chocolate;168.09
474;5945.56;produto id5945.56;produto da marca 5946;fornecedor prod5946;mercearia;roupa;46.50
475;3911.45;produto id3911.45;produto da marca 3911;fornecedor prod3911;bazar;bebida;560.94
476;1278.43;produto id1278.43;produto da marca 1278;fornecedor prod1278;mercearia;chocolate;261.92
